Cipherlab RS31
Cipherlab RS30
Nokia Nokia 6.1 Plus
Doro DSB-0220
Gol Mobile Team_7
Micromax Canvas Evok
Teclast M30_Pro_ROW
Lenovo PB1-770N
Bluboo D6 Pro
ZTE X500
Acer E350
TWOE F572L
General Mobile GM5 Plus
Lanix Ilium X510
Positivo BGH Y1000
Zuum AKUS Z
Athesi RT4500_EEA
Umidigi A5 Pro
LGE LG Optimus F7
NGM Italia SRL NGM Youcolor E450
LGE Optimus Exceed 2
TPS ALTAB08
Tecno PhonePad 3
Itel itel W4001O
ZTE N850
LGE LG Enlighten
Itel itel W4001Z
Motorola Moto E3 Power
Making Life Simple iQGW516
Alco VCT9T48Q34
LGE L90
Teleepoch UMX U680C
Blaupunkt Ukraine,Czech
Coolpad Y91-921
Huawei FIG-LX1
Lanix Ilium_Pad_X8
Yuho YUHO_Y1_StarS
TCT 8030Y
Itel itel W4002P
LGE L65
LGE L60
Wings W7_Q_EEA
Making Life Simple iQ5011_E
Maxtron smart
Advance Tablet_Advance
Prestigio PSP7550DUO
Meizu meizu 17 Pro
ZTE N818
ZTE BV0850
Clementoni Clempad 4.4 XL
ZTE N817
PCBOX PCB-T104
Archos Bush 4" Android Phone
Hisense E71-T
Haier Alpha A2
Haier Alpha A3
Doro DSB-0230
Starlight STAR_MIX
Haier Alpha A1
Tesco W032I_C3
Haier Alpha A6
NAXA NID_7010
BQru BQ-1085L
Molvu V7S
MDC Store Optima
LGE L70
Lanix Ilium X520
Time2 TIME2
Contex Egypt
G-Tab N28
Positivo BGH Y1010
Itel Prime 4
Cipherlab RS35
Hisense E71-M
AG Mobile Rage
Samsung Galaxy (China)
Lenovo K80M
TCT P688L
ZTE Geek
Telefunken TF6
Zilo Zilo
Huawei HONOR View20
TWZ Corporation PLC OX_X1
Acer E310
Linsay F10XIPS
ZTE Q2S-T
Hisense l676be
ELEXIA ELEXIA
Inco MATTER
ZTE ZTE Blade L130
ZTE C880
Lenovo Lenovo K860
TCT ALCATEL ONE TOUCH 7025D
LEGEND NEBULAE
Samsung Galaxy Note3 Neo
TCT ALCATEL ONE TOUCH 7024W
X-TIGI JOY7_TV
Carrefour CT735_16GB
Coolpad SS1-03
NEC AGT10 D000-000039-001
Digma DIGMA LINX A453 3G LT4038PG
Doppio SL452
Advan digital S7A
Atria Convergence Technologies ACT
Huawei HUAWEI T8300
Advan digital S7C
Zuum ZUUM AKUS
EXO S.A. Wave i007Kids
Prestigio PMT7077_3G
aoson M753
Realme realme X7뿯½5G
Coolpad coolpad N7 Air
iBall Slide_Dazzle_3500
Coolpad Coolpad 3310A
Sharp AQUOS PHONE si SH-01E
NGM Italia SRL NGM Youcolor E400
ZTE Q2S-C
Seuic AUTOID Q7
Seuic AUTOID Q9
NGM Italia SRL M500
ZTE N861
NGM Italia SRL M502
BLOW BlackTab7_3G_V2
ZTE N860
NEC LAVIE Tab E 8HD1
TCT 8030B
Infinix HOT NOTE
Acer E330
Prestigio MultiPad Wize 3037 3G
Kbro N97_A1B_72115
Hotwav M5 Plus
Blu Grand_M2
GIRASOLE TAB5
LGE LG Optimus L9
iRiver ULALA
Datamini TPOS74G-IGF720
HTC Wildfire
Multilaser M7s Quad Core
Nomi Nomi_C070034
LGE LG Optimus L7
Samsung Galaxy Music Duos
